Message Type,Message Source,Timestamp,Mac Address,Status,Latitide,Logitude,Direction,Speed Horizontal,Speed Vertical,Altitude Pressure,Altitude Geodetic,Height,Height Type,Horizontal Accuracy,Vertical Accuracy,Baro Accuracy,Speed Accuracy,Time Accuracy,ID Type,UA Type,UAS ID,Operator ID,Description Type,Description,Operator Location Type,Operator Latitude,Operator Longitude,Operator Altitude Geo,Are Count,Area Radius,Area Ceiling,Area Floor,Classification Type,Category,Class Value
Basic ID,BluetoothLegacy,2024-03-15 17:12:32.264,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:32.264,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:32.264,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:32.264,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:32.574,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5012322,80.6640924,351 °,24.00 m/s,Unknown,Unknown,200.0 m,104.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:32.574,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:32.574,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:32.574,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:32.574,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:33.329,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5012322,80.6640924,351 °,24.00 m/s,Unknown,Unknown,200.0 m,104.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:33.329,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:33.329,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:33.329,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:33.329,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:33.510,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5012322,80.6640924,351 °,24.00 m/s,Unknown,Unknown,200.0 m,104.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:33.510,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:33.510,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:33.510,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:33.510,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:33.600,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5012322,80.6640924,351 °,24.00 m/s,Unknown,Unknown,200.0 m,104.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:33.600,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:33.600,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:33.600,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:33.600,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:33.958,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.501384899999998,80.6641355, 31 °,22.75 m/s,Unknown,Unknown,200.0 m,107.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:33.958,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:33.958,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:33.958,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:33.958,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:34.528,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.501384899999998,80.6641355, 31 °,22.75 m/s,Unknown,Unknown,200.0 m,107.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:34.528,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:34.528,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:34.528,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:34.528,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:34.717,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.501384899999998,80.6641355, 31 °,22.75 m/s,Unknown,Unknown,200.0 m,107.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:34.717,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:34.717,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:34.717,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:34.717,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:34.944,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.501384899999998,80.6641355, 31 °,22.75 m/s,Unknown,Unknown,200.0 m,107.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:34.944,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:34.944,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:34.944,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:34.944,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:35.193,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5014499,80.664282, 84 °,24.00 m/s,Unknown,Unknown,200.0 m,109.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:35.193,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:35.193,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:35.193,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:35.193,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:36.526,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.501512299999998,80.6644318, 64 °,20.50 m/s,Unknown,Unknown,200.0 m,102.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:36.526,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:36.526,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:36.526,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:36.526,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:37.194,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.501512299999998,80.6644318, 64 °,20.50 m/s,Unknown,Unknown,200.0 m,102.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:37.194,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:37.194,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:37.194,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:37.194,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:37.376,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.501512299999998,80.6644318, 64 °,20.50 m/s,Unknown,Unknown,200.0 m,102.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:37.376,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:37.376,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:37.376,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:37.376,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:37.468,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.501512299999998,80.6644318, 64 °,20.50 m/s,Unknown,Unknown,200.0 m,102.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:37.468,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:37.468,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:37.468,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:37.468,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:37.594,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.501512299999998,80.6644318, 64 °,20.50 m/s,Unknown,Unknown,200.0 m,102.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:37.594,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:37.594,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:37.594,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:37.594,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:37.906,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5016481,80.6645138, 13 °,23.75 m/s,Unknown,Unknown,200.0 m,92.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:37.906,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:37.906,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:37.906,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:37.906,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:38.930,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.501803199999998,80.6645502, 27 °,21.50 m/s,Unknown,Unknown,200.0 m,98.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:38.930,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:38.930,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:38.930,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:38.930,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:39.643,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.501803199999998,80.6645502, 27 °,21.50 m/s,Unknown,Unknown,200.0 m,98.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:39.643,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:39.643,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:39.643,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:39.643,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:39.863,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.501803199999998,80.6645502, 27 °,21.50 m/s,Unknown,Unknown,200.0 m,98.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:39.863,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:39.863,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:39.863,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:39.863,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:39.991,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.501803199999998,80.6645502, 27 °,21.50 m/s,Unknown,Unknown,200.0 m,98.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:39.991,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:39.991,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:39.991,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:39.991,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:40.309,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.501953399999998,80.6645135,338 °,21.25 m/s,Unknown,Unknown,200.0 m,104.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:40.309,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:40.309,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:40.309,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:40.309,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:40.890,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.501953399999998,80.6645135,338 °,21.25 m/s,Unknown,Unknown,200.0 m,104.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:40.890,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,Serial Number,Helicopter Or Multirotor,1581F08QUE3800102HM,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:40.890,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:40.890,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:40.890,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:41.113,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.501953399999998,80.6645135,338 °,21.25 m/s,Unknown,Unknown,200.0 m,104.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:41.113,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,Serial Number,Helicopter Or Multirotor,1581F08QUE3800102HM,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:41.113,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:41.113,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:41.113,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
